origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2026-03-18,ILI incidence,2026-03-15,1,AT,quantile,0.01,1738.8253211513415
2026-03-18,ILI incidence,2026-03-22,2,AT,quantile,0.01,1715.5491722398217
2026-03-18,ILI incidence,2026-03-29,3,AT,quantile,0.01,1705.9721743795888
2026-03-18,ILI incidence,2026-04-05,4,AT,quantile,0.01,1702.403759045727
2026-03-18,ILI incidence,2026-03-15,1,AT,quantile,0.025,1751.67809738069
2026-03-18,ILI incidence,2026-03-22,2,AT,quantile,0.025,1729.5244601823208
2026-03-18,ILI incidence,2026-03-29,3,AT,quantile,0.025,1720.5049432899953
2026-03-18,ILI incidence,2026-04-05,4,AT,quantile,0.025,1717.2222790671974
2026-03-18,ILI incidence,2026-03-15,1,AT,quantile,0.05,1772.690433387268
2026-03-18,ILI incidence,2026-03-22,2,AT,quantile,0.05,1752.3719322612278
2026-03-18,ILI incidence,2026-03-29,3,AT,quantile,0.05,1744.2638120357324
2026-03-18,ILI incidence,2026-04-05,4,AT,quantile,0.05,1741.4483074563286
2026-03-18,ILI incidence,2026-03-15,1,AT,quantile,0.1,1813.3654581735905
2026-03-18,ILI incidence,2026-03-22,2,AT,quantile,0.1,1796.5993562289118
2026-03-18,ILI incidence,2026-03-29,3,AT,quantile,0.1,1790.2554892497888
2026-03-18,ILI incidence,2026-04-05,4,AT,quantile,0.1,1788.3442977400166
2026-03-18,ILI incidence,2026-03-15,1,AT,quantile,0.15,1852.5316340775623
2026-03-18,ILI incidence,2026-03-22,2,AT,quantile,0.15,1839.1861542947445
2026-03-18,ILI incidence,2026-03-29,3,AT,quantile,0.15,1834.5410952044813
2026-03-18,ILI incidence,2026-04-05,4,AT,quantile,0.15,1833.5006710745329
2026-03-18,ILI incidence,2026-03-15,1,AT,quantile,0.2,1890.479882220029
2026-03-18,ILI incidence,2026-03-22,2,AT,quantile,0.2,1880.4486555038925
2026-03-18,ILI incidence,2026-03-29,3,AT,quantile,0.2,1877.449577462964
2026-03-18,ILI incidence,2026-04-05,4,AT,quantile,0.2,1877.252842966768
2026-03-18,ILI incidence,2026-03-15,1,AT,quantile,0.25,1927.4519349800587
2026-03-18,ILI incidence,2026-03-22,2,AT,quantile,0.25,1920.649704205484
2026-03-18,ILI incidence,2026-03-29,3,AT,quantile,0.25,1919.2542653620628
2026-03-18,ILI incidence,2026-04-05,4,AT,quantile,0.25,1919.8795171018344
2026-03-18,ILI incidence,2026-03-15,1,AT,quantile,0.3,1963.653929604131
2026-03-18,ILI incidence,2026-03-22,2,AT,quantile,0.3,1960.0134408749952
2026-03-18,ILI incidence,2026-03-29,3,AT,quantile,0.3,1960.18824044879
