target,location,target_end_date,horizon,output_type,output_type_id,value,origin_date
ILI incidence,BE,2026-04-12,4,quantile,0.45,120.90543138908863,2026-03-25
ILI incidence,BE,2026-03-22,1,quantile,0.5,122.07451406717445,2026-03-25
ILI incidence,BE,2026-03-29,2,quantile,0.5,162.7750962093504,2026-03-25
ILI incidence,BE,2026-04-05,3,quantile,0.5,131.33179607431512,2026-03-25
ILI incidence,BE,2026-04-12,4,quantile,0.5,125.05478360340075,2026-03-25
ILI incidence,BE,2026-03-22,1,quantile,0.55,123.70573687025804,2026-03-25
ILI incidence,BE,2026-03-29,2,quantile,0.55,163.48795540859211,2026-03-25
ILI incidence,BE,2026-04-05,3,quantile,0.55,132.36379790349773,2026-03-25
ILI incidence,BE,2026-04-12,4,quantile,0.55,126.3187983458001,2026-03-25
ILI incidence,BE,2026-03-22,1,quantile,0.6,126.75672794079809,2026-03-25
ILI incidence,BE,2026-03-29,2,quantile,0.6,165.71432923675778,2026-03-25
ILI incidence,BE,2026-04-05,3,quantile,0.6,132.8880662628995,2026-03-25
ILI incidence,BE,2026-04-12,4,quantile,0.6,127.95906806721672,2026-03-25
ILI incidence,BE,2026-03-22,1,quantile,0.65,128.28258293734214,2026-03-25
ILI incidence,BE,2026-03-29,2,quantile,0.65,169.02371633037984,2026-03-25
ILI incidence,BE,2026-04-05,3,quantile,0.65,135.1772012737669,2026-03-25
ILI incidence,BE,2026-04-12,4,quantile,0.65,130.8925416729771,2026-03-25
ILI incidence,BE,2026-03-22,1,quantile,0.7,131.42488711971654,2026-03-25
ILI incidence,BE,2026-03-29,2,quantile,0.7,171.92989851883917,2026-03-25
ILI incidence,BE,2026-04-05,3,quantile,0.7,142.6534009622861,2026-03-25
ILI incidence,BE,2026-04-12,4,quantile,0.7,131.80877924316303,2026-03-25
ILI incidence,BE,2026-03-22,1,quantile,0.75,133.9578034313062,2026-03-25
ILI incidence,BE,2026-03-29,2,quantile,0.75,174.5946083099274,2026-03-25
ILI incidence,BE,2026-04-05,3,quantile,0.75,150.22791012195154,2026-03-25
ILI incidence,BE,2026-04-12,4,quantile,0.75,133.54652100628323,2026-03-25
ILI incidence,BE,2026-03-22,1,quantile,0.8,135.92001110710262,2026-03-25
ILI incidence,BE,2026-03-29,2,quantile,0.8,177.48911545609428,2026-03-25
ILI incidence,BE,2026-04-05,3,quantile,0.8,172.46527721009286,2026-03-25
ILI incidence,BE,2026-04-12,4,quantile,0.8,138.33348922316085,2026-03-25
ILI incidence,BE,2026-03-22,1,quantile,0.85,137.39783778859874,2026-03-25
ILI incidence,BE,2026-03-29,2,quantile,0.85,179.28624388631934,2026-03-25
ILI incidence,BE,2026-04-05,3,quantile,0.85,193.89906470158076,2026-03-25
ILI incidence,BE,2026-04-12,4,quantile,0.85,143.25818027182578,2026-03-25
