"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2026-03-18,1,2026-03-15,0.05,25,"quantile","ILI incidence","CZ"
2026-03-18,1,2026-03-15,0.1,27,"quantile","ILI incidence","CZ"
2026-03-18,1,2026-03-15,0.15,28,"quantile","ILI incidence","CZ"
2026-03-18,1,2026-03-15,0.2,29.8,"quantile","ILI incidence","CZ"
2026-03-18,1,2026-03-15,0.25,30,"quantile","ILI incidence","CZ"
2026-03-18,1,2026-03-15,0.3,30,"quantile","ILI incidence","CZ"
2026-03-18,1,2026-03-15,0.35,32,"quantile","ILI incidence","CZ"
2026-03-18,1,2026-03-15,0.4,33,"quantile","ILI incidence","CZ"
2026-03-18,1,2026-03-15,0.45,33,"quantile","ILI incidence","CZ"
2026-03-18,1,2026-03-15,0.5,34,"quantile","ILI incidence","CZ"
2026-03-18,1,2026-03-15,0.55,34,"quantile","ILI incidence","CZ"
2026-03-18,1,2026-03-15,0.6,35,"quantile","ILI incidence","CZ"
2026-03-18,1,2026-03-15,0.65,35,"quantile","ILI incidence","CZ"
2026-03-18,1,2026-03-15,0.7,36,"quantile","ILI incidence","CZ"
2026-03-18,1,2026-03-15,0.75,37,"quantile","ILI incidence","CZ"
2026-03-18,1,2026-03-15,0.8,37,"quantile","ILI incidence","CZ"
2026-03-18,1,2026-03-15,0.85,38.15,"quantile","ILI incidence","CZ"
2026-03-18,1,2026-03-15,0.9,40.1,"quantile","ILI incidence","CZ"
2026-03-18,1,2026-03-15,0.95,42,"quantile","ILI incidence","CZ"
2026-03-18,1,2026-03-15,0.975,43.525,"quantile","ILI incidence","CZ"
2026-03-18,1,2026-03-15,0.99,51.01,"quantile","ILI incidence","CZ"
2026-03-18,1,2026-03-15,0.01,134.99,"quantile","ILI incidence","DK"
2026-03-18,1,2026-03-15,0.025,137.475,"quantile","ILI incidence","DK"
2026-03-18,1,2026-03-15,0.05,143.9,"quantile","ILI incidence","DK"
2026-03-18,1,2026-03-15,0.1,146.8,"quantile","ILI incidence","DK"
2026-03-18,1,2026-03-15,0.15,150.85,"quantile","ILI incidence","DK"
2026-03-18,1,2026-03-15,0.2,153,"quantile","ILI incidence","DK"
2026-03-18,1,2026-03-15,0.25,155.75,"quantile","ILI incidence","DK"
2026-03-18,1,2026-03-15,0.3,157.7,"quantile","ILI incidence","DK"
2026-03-18,1,2026-03-15,0.35,159.65,"quantile","ILI incidence","DK"
2026-03-18,1,2026-03-15,0.4,160,"quantile","ILI incidence","DK"
2026-03-18,1,2026-03-15,0.45,163,"quantile","ILI incidence","DK"
2026-03-18,1,2026-03-15,0.5,165,"quantile","ILI incidence","DK"
2026-03-18,1,2026-03-15,0.55,167.45,"quantile","ILI incidence","DK"
2026-03-18,1,2026-03-15,0.6,168,"quantile","ILI incidence","DK"
2026-03-18,1,2026-03-15,0.65,170,"quantile","ILI incidence","DK"
2026-03-18,1,2026-03-15,0.7,172,"quantile","ILI incidence","DK"
2026-03-18,1,2026-03-15,0.75,175,"quantile","ILI incidence","DK"
2026-03-18,1,2026-03-15,0.8,176.2,"quantile","ILI incidence","DK"
2026-03-18,1,2026-03-15,0.85,180,"quantile","ILI incidence","DK"
2026-03-18,1,2026-03-15,0.9,181.3,"quantile","ILI incidence","DK"
2026-03-18,1,2026-03-15,0.95,186.05,"quantile","ILI incidence","DK"
2026-03-18,1,2026-03-15,0.975,188,"quantile","ILI incidence","DK"
2026-03-18,1,2026-03-15,0.99,191.09,"quantile","ILI incidence","DK"
2026-03-18,1,2026-03-15,0.01,265.89,"quantile","ILI incidence","EE"
2026-03-18,1,2026-03-15,0.025,267.475,"quantile","ILI incidence","EE"
2026-03-18,1,2026-03-15,0.05,272.75,"quantile","ILI incidence","EE"
2026-03-18,1,2026-03-15,0.1,279,"quantile","ILI incidence","EE"
2026-03-18,1,2026-03-15,0.15,283.85,"quantile","ILI incidence","EE"
2026-03-18,1,2026-03-15,0.2,288,"quantile","ILI incidence","EE"
2026-03-18,1,2026-03-15,0.25,291,"quantile","ILI incidence","EE"
2026-03-18,1,2026-03-15,0.3,298,"quantile","ILI incidence","EE"
2026-03-18,1,2026-03-15,0.35,298,"quantile","ILI incidence","EE"
2026-03-18,1,2026-03-15,0.4,300,"quantile","ILI incidence","EE"
2026-03-18,1,2026-03-15,0.45,302.55,"quantile","ILI incidence","EE"
2026-03-18,1,2026-03-15,0.5,304.5,"quantile","ILI incidence","EE"
2026-03-18,1,2026-03-15,0.55,306.45,"quantile","ILI incidence","EE"
2026-03-18,1,2026-03-15,0.6,308,"quantile","ILI incidence","EE"
2026-03-18,1,2026-03-15,0.65,311,"quantile","ILI incidence","EE"
2026-03-18,1,2026-03-15,0.7,314,"quantile","ILI incidence","EE"
2026-03-18,1,2026-03-15,0.75,317,"quantile","ILI incidence","EE"
2026-03-18,1,2026-03-15,0.8,319.2,"quantile","ILI incidence","EE"
2026-03-18,1,2026-03-15,0.85,322.15,"quantile","ILI incidence","EE"
2026-03-18,1,2026-03-15,0.9,327,"quantile","ILI incidence","EE"
2026-03-18,1,2026-03-15,0.95,331.05,"quantile","ILI incidence","EE"
2026-03-18,1,2026-03-15,0.975,337.575,"quantile","ILI incidence","EE"
2026-03-18,1,2026-03-15,0.99,342,"quantile","ILI incidence","EE"
2026-03-18,1,2026-03-15,0.01,160.83,"quantile","ILI incidence","FR"
2026-03-18,1,2026-03-15,0.025,161.95,"quantile","ILI incidence","FR"
2026-03-18,1,2026-03-15,0.05,163.95,"quantile","ILI incidence","FR"
2026-03-18,1,2026-03-15,0.1,165.9,"quantile","ILI incidence","FR"
2026-03-18,1,2026-03-15,0.15,171,"quantile","ILI incidence","FR"
2026-03-18,1,2026-03-15,0.2,173.8,"quantile","ILI incidence","FR"
2026-03-18,1,2026-03-15,0.25,175.75,"quantile","ILI incidence","FR"
2026-03-18,1,2026-03-15,0.3,179,"quantile","ILI incidence","FR"
2026-03-18,1,2026-03-15,0.35,180.65,"quantile","ILI incidence","FR"
2026-03-18,1,2026-03-15,0.4,182,"quantile","ILI incidence","FR"
2026-03-18,1,2026-03-15,0.45,183,"quantile","ILI incidence","FR"
2026-03-18,1,2026-03-15,0.5,185,"quantile","ILI incidence","FR"
2026-03-18,1,2026-03-15,0.55,187,"quantile","ILI incidence","FR"
2026-03-18,1,2026-03-15,0.6,188,"quantile","ILI incidence","FR"
2026-03-18,1,2026-03-15,0.65,190,"quantile","ILI incidence","FR"
2026-03-18,1,2026-03-15,0.7,192,"quantile","ILI incidence","FR"
2026-03-18,1,2026-03-15,0.75,195,"quantile","ILI incidence","FR"
2026-03-18,1,2026-03-15,0.8,197.2,"quantile","ILI incidence","FR"
2026-03-18,1,2026-03-15,0.85,200,"quantile","ILI incidence","FR"
2026-03-18,1,2026-03-15,0.9,202,"quantile","ILI incidence","FR"
2026-03-18,1,2026-03-15,0.95,204.2,"quantile","ILI incidence","FR"
2026-03-18,1,2026-03-15,0.975,210.525,"quantile","ILI incidence","FR"
2026-03-18,1,2026-03-15,0.99,213.06,"quantile","ILI incidence","FR"
2026-03-18,1,2026-03-15,0.01,659.95,"quantile","ILI incidence","GR"
2026-03-18,1,2026-03-15,0.025,672.85,"quantile","ILI incidence","GR"
2026-03-18,1,2026-03-15,0.05,678.9,"quantile","ILI incidence","GR"
2026-03-18,1,2026-03-15,0.1,690,"quantile","ILI incidence","GR"
2026-03-18,1,2026-03-15,0.15,694.85,"quantile","ILI incidence","GR"
2026-03-18,1,2026-03-15,0.2,699,"quantile","ILI incidence","GR"
2026-03-18,1,2026-03-15,0.25,702.75,"quantile","ILI incidence","GR"
2026-03-18,1,2026-03-15,0.3,706.4,"quantile","ILI incidence","GR"
2026-03-18,1,2026-03-15,0.35,709.65,"quantile","ILI incidence","GR"
2026-03-18,1,2026-03-15,0.4,713.4,"quantile","ILI incidence","GR"
2026-03-18,1,2026-03-15,0.45,718.65,"quantile","ILI incidence","GR"
2026-03-18,1,2026-03-15,0.5,724,"quantile","ILI incidence","GR"
2026-03-18,1,2026-03-15,0.55,727.45,"quantile","ILI incidence","GR"
2026-03-18,1,2026-03-15,0.6,730.4,"quantile","ILI incidence","GR"
2026-03-18,1,2026-03-15,0.65,735.35,"quantile","ILI incidence","GR"
2026-03-18,1,2026-03-15,0.7,739,"quantile","ILI incidence","GR"
2026-03-18,1,2026-03-15,0.75,742.25,"quantile","ILI incidence","GR"
2026-03-18,1,2026-03-15,0.8,744.2,"quantile","ILI incidence","GR"
2026-03-18,1,2026-03-15,0.85,748,"quantile","ILI incidence","GR"
2026-03-18,1,2026-03-15,0.9,754.1,"quantile","ILI incidence","GR"
2026-03-18,1,2026-03-15,0.95,765.05,"quantile","ILI incidence","GR"
2026-03-18,1,2026-03-15,0.975,768.05,"quantile","ILI incidence","GR"
2026-03-18,1,2026-03-15,0.99,778.08,"quantile","ILI incidence","GR"
2026-03-18,1,2026-03-15,0.01,648.96,"quantile","ILI incidence","HU"
2026-03-18,1,2026-03-15,0.025,652.475,"quantile","ILI incidence","HU"
2026-03-18,1,2026-03-15,0.05,656,"quantile","ILI incidence","HU"
2026-03-18,1,2026-03-15,0.1,663,"quantile","ILI incidence","HU"
2026-03-18,1,2026-03-15,0.15,670.7,"quantile","ILI incidence","HU"
2026-03-18,1,2026-03-15,0.2,678.6,"quantile","ILI incidence","HU"
2026-03-18,1,2026-03-15,0.25,684.25,"quantile","ILI incidence","HU"
2026-03-18,1,2026-03-15,0.3,688,"quantile","ILI incidence","HU"
2026-03-18,1,2026-03-15,0.35,691.65,"quantile","ILI incidence","HU"
2026-03-18,1,2026-03-15,0.4,694,"quantile","ILI incidence","HU"
2026-03-18,1,2026-03-15,0.45,695.55,"quantile","ILI incidence","HU"
2026-03-18,1,2026-03-15,0.5,699.5,"quantile","ILI incidence","HU"
2026-03-18,1,2026-03-15,0.55,702.45,"quantile","ILI incidence","HU"
2026-03-18,1,2026-03-15,0.6,705,"quantile","ILI incidence","HU"
2026-03-18,1,2026-03-15,0.65,708.7,"quantile","ILI incidence","HU"
2026-03-18,1,2026-03-15,0.7,711,"quantile","ILI incidence","HU"
2026-03-18,1,2026-03-15,0.75,714,"quantile","ILI incidence","HU"
2026-03-18,1,2026-03-15,0.8,715.2,"quantile","ILI incidence","HU"
2026-03-18,1,2026-03-15,0.85,718.3,"quantile","ILI incidence","HU"
2026-03-18,1,2026-03-15,0.9,724.2,"quantile","ILI incidence","HU"
2026-03-18,1,2026-03-15,0.95,731.05,"quantile","ILI incidence","HU"
2026-03-18,1,2026-03-15,0.975,737.2,"quantile","ILI incidence","HU"
2026-03-18,1,2026-03-15,0.99,748.03,"quantile","ILI incidence","HU"
2026-03-18,1,2026-03-15,0.01,6.99,"quantile","ILI incidence","IE"
2026-03-18,1,2026-03-15,0.025,7,"quantile","ILI incidence","IE"
2026-03-18,1,2026-03-15,0.05,8,"quantile","ILI incidence","IE"
2026-03-18,1,2026-03-15,0.1,10,"quantile","ILI incidence","IE"
2026-03-18,1,2026-03-15,0.15,10,"quantile","ILI incidence","IE"
2026-03-18,1,2026-03-15,0.2,11,"quantile","ILI incidence","IE"
2026-03-18,1,2026-03-15,0.25,11,"quantile","ILI incidence","IE"
2026-03-18,1,2026-03-15,0.3,11,"quantile","ILI incidence","IE"
2026-03-18,1,2026-03-15,0.35,11,"quantile","ILI incidence","IE"
2026-03-18,1,2026-03-15,0.4,12,"quantile","ILI incidence","IE"
2026-03-18,1,2026-03-15,0.45,12,"quantile","ILI incidence","IE"
2026-03-18,1,2026-03-15,0.5,13,"quantile","ILI incidence","IE"
2026-03-18,1,2026-03-15,0.55,14,"quantile","ILI incidence","IE"
2026-03-18,1,2026-03-15,0.6,14,"quantile","ILI incidence","IE"
2026-03-18,1,2026-03-15,0.65,15,"quantile","ILI incidence","IE"
2026-03-18,1,2026-03-15,0.7,15,"quantile","ILI incidence","IE"
2026-03-18,1,2026-03-15,0.75,16,"quantile","ILI incidence","IE"
2026-03-18,1,2026-03-15,0.8,16,"quantile","ILI incidence","IE"
2026-03-18,1,2026-03-15,0.85,16,"quantile","ILI incidence","IE"
2026-03-18,1,2026-03-15,0.9,17,"quantile","ILI incidence","IE"
2026-03-18,1,2026-03-15,0.95,19,"quantile","ILI incidence","IE"
2026-03-18,1,2026-03-15,0.975,19.525,"quantile","ILI incidence","IE"
2026-03-18,1,2026-03-15,0.99,20.01,"quantile","ILI incidence","IE"
2026-03-18,1,2026-03-15,0.01,323.89,"quantile","ILI incidence","IT"
2026-03-18,1,2026-03-15,0.025,328.9,"quantile","ILI incidence","IT"
2026-03-18,1,2026-03-15,0.05,332.95,"quantile","ILI incidence","IT"
2026-03-18,1,2026-03-15,0.1,339.9,"quantile","ILI incidence","IT"
2026-03-18,1,2026-03-15,0.15,343.85,"quantile","ILI incidence","IT"
2026-03-18,1,2026-03-15,0.2,347,"quantile","ILI incidence","IT"
2026-03-18,1,2026-03-15,0.25,349,"quantile","ILI incidence","IT"
2026-03-18,1,2026-03-15,0.3,352,"quantile","ILI incidence","IT"
2026-03-18,1,2026-03-15,0.35,354,"quantile","ILI incidence","IT"
2026-03-18,1,2026-03-15,0.4,356,"quantile","ILI incidence","IT"
2026-03-18,1,2026-03-15,0.45,359.55,"quantile","ILI incidence","IT"
2026-03-18,1,2026-03-15,0.5,361,"quantile","ILI incidence","IT"
2026-03-18,1,2026-03-15,0.55,363,"quantile","ILI incidence","IT"
2026-03-18,1,2026-03-15,0.6,366,"quantile","ILI incidence","IT"
2026-03-18,1,2026-03-15,0.65,370,"quantile","ILI incidence","IT"
2026-03-18,1,2026-03-15,0.7,373,"quantile","ILI incidence","IT"
2026-03-18,1,2026-03-15,0.75,377,"quantile","ILI incidence","IT"
2026-03-18,1,2026-03-15,0.8,378,"quantile","ILI incidence","IT"
2026-03-18,1,2026-03-15,0.85,380.15,"quantile","ILI incidence","IT"
2026-03-18,1,2026-03-15,0.9,384.2,"quantile","ILI incidence","IT"
2026-03-18,1,2026-03-15,0.95,396,"quantile","ILI incidence","IT"
2026-03-18,1,2026-03-15,0.975,397,"quantile","ILI incidence","IT"
2026-03-18,1,2026-03-15,0.99,401.11,"quantile","ILI incidence","IT"
2026-03-18,1,2026-03-15,0.01,305.96,"quantile","ILI incidence","LV"
2026-03-18,1,2026-03-15,0.025,306,"quantile","ILI incidence","LV"
2026-03-18,1,2026-03-15,0.05,310.85,"quantile","ILI incidence","LV"
2026-03-18,1,2026-03-15,0.1,323.6,"quantile","ILI incidence","LV"
2026-03-18,1,2026-03-15,0.15,327,"quantile","ILI incidence","LV"
2026-03-18,1,2026-03-15,0.2,330.8,"quantile","ILI incidence","LV"
2026-03-18,1,2026-03-15,0.25,332.75,"quantile","ILI incidence","LV"
2026-03-18,1,2026-03-15,0.3,335,"quantile","ILI incidence","LV"
2026-03-18,1,2026-03-15,0.35,336,"quantile","ILI incidence","LV"
2026-03-18,1,2026-03-15,0.4,338.6,"quantile","ILI incidence","LV"
2026-03-18,1,2026-03-15,0.45,340,"quantile","ILI incidence","LV"
2026-03-18,1,2026-03-15,0.5,343,"quantile","ILI incidence","LV"
2026-03-18,1,2026-03-15,0.55,346,"quantile","ILI incidence","LV"
2026-03-18,1,2026-03-15,0.6,348,"quantile","ILI incidence","LV"
2026-03-18,1,2026-03-15,0.65,349.35,"quantile","ILI incidence","LV"
2026-03-18,1,2026-03-15,0.7,353.6,"quantile","ILI incidence","LV"
2026-03-18,1,2026-03-15,0.75,357,"quantile","ILI incidence","LV"
2026-03-18,1,2026-03-15,0.8,360.2,"quantile","ILI incidence","LV"
2026-03-18,1,2026-03-15,0.85,364.3,"quantile","ILI incidence","LV"
2026-03-18,1,2026-03-15,0.9,369.1,"quantile","ILI incidence","LV"
2026-03-18,1,2026-03-15,0.95,382.1,"quantile","ILI incidence","LV"
2026-03-18,1,2026-03-15,0.975,389.675,"quantile","ILI incidence","LV"
2026-03-18,1,2026-03-15,0.99,394.13,"quantile","ILI incidence","LV"
2026-03-18,1,2026-03-15,0.01,93.96,"quantile","ILI incidence","LT"
2026-03-18,1,2026-03-15,0.025,96,"quantile","ILI incidence","LT"
2026-03-18,1,2026-03-15,0.05,96.95,"quantile","ILI incidence","LT"
2026-03-18,1,2026-03-15,0.1,98,"quantile","ILI incidence","LT"
2026-03-18,1,2026-03-15,0.15,102.7,"quantile","ILI incidence","LT"
2026-03-18,1,2026-03-15,0.2,104.8,"quantile","ILI incidence","LT"
2026-03-18,1,2026-03-15,0.25,105,"quantile","ILI incidence","LT"
2026-03-18,1,2026-03-15,0.3,106,"quantile","ILI incidence","LT"
2026-03-18,1,2026-03-15,0.35,107.65,"quantile","ILI incidence","LT"
2026-03-18,1,2026-03-15,0.4,109.6,"quantile","ILI incidence","LT"
2026-03-18,1,2026-03-15,0.45,110.55,"quantile","ILI incidence","LT"
2026-03-18,1,2026-03-15,0.5,112,"quantile","ILI incidence","LT"
2026-03-18,1,2026-03-15,0.55,113,"quantile","ILI incidence","LT"
2026-03-18,1,2026-03-15,0.6,114,"quantile","ILI incidence","LT"
2026-03-18,1,2026-03-15,0.65,115,"quantile","ILI incidence","LT"
2026-03-18,1,2026-03-15,0.7,116,"quantile","ILI incidence","LT"
2026-03-18,1,2026-03-15,0.75,117.25,"quantile","ILI incidence","LT"
2026-03-18,1,2026-03-15,0.8,119.2,"quantile","ILI incidence","LT"
2026-03-18,1,2026-03-15,0.85,123,"quantile","ILI incidence","LT"
2026-03-18,1,2026-03-15,0.9,127,"quantile","ILI incidence","LT"
2026-03-18,1,2026-03-15,0.95,130.1,"quantile","ILI incidence","LT"
2026-03-18,1,2026-03-15,0.975,135.525,"quantile","ILI incidence","LT"
2026-03-18,1,2026-03-15,0.99,136,"quantile","ILI incidence","LT"
2026-03-18,1,2026-03-15,0.01,4704.61,"quantile","ILI incidence","LU"
2026-03-18,1,2026-03-15,0.025,4724.65,"quantile","ILI incidence","LU"
2026-03-18,1,2026-03-15,0.05,4741.7,"quantile","ILI incidence","LU"
2026-03-18,1,2026-03-15,0.1,4766.9,"quantile","ILI incidence","LU"
2026-03-18,1,2026-03-15,0.15,4789.35,"quantile","ILI incidence","LU"
2026-03-18,1,2026-03-15,0.2,4804.6,"quantile","ILI incidence","LU"
2026-03-18,1,2026-03-15,0.25,4812,"quantile","ILI incidence","LU"
2026-03-18,1,2026-03-15,0.3,4815.7,"quantile","ILI incidence","LU"
2026-03-18,1,2026-03-15,0.35,4831.65,"quantile","ILI incidence","LU"
2026-03-18,1,2026-03-15,0.4,4843.8,"quantile","ILI incidence","LU"
2026-03-18,1,2026-03-15,0.45,4850.65,"quantile","ILI incidence","LU"
2026-03-18,1,2026-03-15,0.5,4860.5,"quantile","ILI incidence","LU"
2026-03-18,1,2026-03-15,0.55,4866.35,"quantile","ILI incidence","LU"
2026-03-18,1,2026-03-15,0.6,4873,"quantile","ILI incidence","LU"
2026-03-18,1,2026-03-15,0.65,4891,"quantile","ILI incidence","LU"
2026-03-18,1,2026-03-15,0.7,4914.3,"quantile","ILI incidence","LU"
2026-03-18,1,2026-03-15,0.75,4925.25,"quantile","ILI incidence","LU"
2026-03-18,1,2026-03-15,0.8,4936.4,"quantile","ILI incidence","LU"
2026-03-18,1,2026-03-15,0.85,4949.75,"quantile","ILI incidence","LU"
2026-03-18,1,2026-03-15,0.9,4978.2,"quantile","ILI incidence","LU"
2026-03-18,1,2026-03-15,0.95,5001.5,"quantile","ILI incidence","LU"
2026-03-18,1,2026-03-15,0.975,5018.35,"quantile","ILI incidence","LU"
2026-03-18,1,2026-03-15,0.99,5031.18,"quantile","ILI incidence","LU"
2026-03-18,1,2026-03-15,0.01,6601.86,"quantile","ILI incidence","MT"
2026-03-18,1,2026-03-15,0.025,6627.475,"quantile","ILI incidence","MT"
2026-03-18,1,2026-03-15,0.05,6631,"quantile","ILI incidence","MT"
2026-03-18,1,2026-03-15,0.1,6679.1,"quantile","ILI incidence","MT"
2026-03-18,1,2026-03-15,0.15,6693.85,"quantile","ILI incidence","MT"
2026-03-18,1,2026-03-15,0.2,6711,"quantile","ILI incidence","MT"
2026-03-18,1,2026-03-15,0.25,6728,"quantile","ILI incidence","MT"
2026-03-18,1,2026-03-15,0.3,6736.4,"quantile","ILI incidence","MT"
2026-03-18,1,2026-03-15,0.35,6755,"quantile","ILI incidence","MT"
2026-03-18,1,2026-03-15,0.4,6764.6,"quantile","ILI incidence","MT"
2026-03-18,1,2026-03-15,0.45,6773,"quantile","ILI incidence","MT"
2026-03-18,1,2026-03-15,0.5,6784,"quantile","ILI incidence","MT"
2026-03-18,1,2026-03-15,0.55,6795.4,"quantile","ILI incidence","MT"
2026-03-18,1,2026-03-15,0.6,6807.4,"quantile","ILI incidence","MT"
2026-03-18,1,2026-03-15,0.65,6820.45,"quantile","ILI incidence","MT"
2026-03-18,1,2026-03-15,0.7,6832.3,"quantile","ILI incidence","MT"
2026-03-18,1,2026-03-15,0.75,6837,"quantile","ILI incidence","MT"
2026-03-18,1,2026-03-15,0.8,6857.6,"quantile","ILI incidence","MT"
2026-03-18,1,2026-03-15,0.85,6890,"quantile","ILI incidence","MT"
2026-03-18,1,2026-03-15,0.9,6906.2,"quantile","ILI incidence","MT"
2026-03-18,1,2026-03-15,0.95,6913.35,"quantile","ILI incidence","MT"
2026-03-18,1,2026-03-15,0.975,6943.2,"quantile","ILI incidence","MT"
2026-03-18,1,2026-03-15,0.99,6963.59,"quantile","ILI incidence","MT"
2026-03-18,1,2026-03-15,0.01,43,"quantile","ILI incidence","NL"
2026-03-18,1,2026-03-15,0.025,48.475,"quantile","ILI incidence","NL"
2026-03-18,1,2026-03-15,0.05,49.95,"quantile","ILI incidence","NL"
2026-03-18,1,2026-03-15,0.1,52,"quantile","ILI incidence","NL"
2026-03-18,1,2026-03-15,0.15,53,"quantile","ILI incidence","NL"
2026-03-18,1,2026-03-15,0.2,53.8,"quantile","ILI incidence","NL"
2026-03-18,1,2026-03-15,0.25,55,"quantile","ILI incidence","NL"
2026-03-18,1,2026-03-15,0.3,56,"quantile","ILI incidence","NL"
2026-03-18,1,2026-03-15,0.35,57,"quantile","ILI incidence","NL"
