origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-03-18,ILI incidence,2,2026-03-22,BE,quantile,0.200,44.80000000000001
2026-03-18,ILI incidence,2,2026-03-22,BE,quantile,0.250,64.07499999999999
2026-03-18,ILI incidence,2,2026-03-22,BE,quantile,0.300,78.56999999999998
2026-03-18,ILI incidence,2,2026-03-22,BE,quantile,0.350,91.30000000000001
2026-03-18,ILI incidence,2,2026-03-22,BE,quantile,0.400,104.1
2026-03-18,ILI incidence,2,2026-03-22,BE,quantile,0.450,114.95500000000003
2026-03-18,ILI incidence,2,2026-03-22,BE,quantile,0.500,124.45
2026-03-18,ILI incidence,2,2026-03-22,BE,quantile,0.550,134.4
2026-03-18,ILI incidence,2,2026-03-22,BE,quantile,0.600,144.9
2026-03-18,ILI incidence,2,2026-03-22,BE,quantile,0.650,156.6
2026-03-18,ILI incidence,2,2026-03-22,BE,quantile,0.700,168.62999999999994
2026-03-18,ILI incidence,2,2026-03-22,BE,quantile,0.750,184.5
2026-03-18,ILI incidence,2,2026-03-22,BE,quantile,0.800,202.59999999999997
2026-03-18,ILI incidence,2,2026-03-22,BE,quantile,0.850,229.12999999999985
2026-03-18,ILI incidence,2,2026-03-22,BE,quantile,0.900,277.8100000000001
2026-03-18,ILI incidence,2,2026-03-22,BE,quantile,0.950,373.14499999999936
2026-03-18,ILI incidence,2,2026-03-22,BE,quantile,0.975,443.5174999999998
2026-03-18,ILI incidence,2,2026-03-22,BE,quantile,0.990,545.3009999999999
2026-03-18,ILI incidence,2,2026-03-22,BE,median,,124.45
2026-03-18,ILI incidence,3,2026-03-29,BE,quantile,0.010,0.0
2026-03-18,ILI incidence,3,2026-03-29,BE,quantile,0.025,0.0
2026-03-18,ILI incidence,3,2026-03-29,BE,quantile,0.050,0.0
2026-03-18,ILI incidence,3,2026-03-29,BE,quantile,0.100,0.0
2026-03-18,ILI incidence,3,2026-03-29,BE,quantile,0.150,0.0
2026-03-18,ILI incidence,3,2026-03-29,BE,quantile,0.200,11.40000000000002
2026-03-18,ILI incidence,3,2026-03-29,BE,quantile,0.250,40.50000000000004
2026-03-18,ILI incidence,3,2026-03-29,BE,quantile,0.300,61.100000000000016
2026-03-18,ILI incidence,3,2026-03-29,BE,quantile,0.350,79.69999999999997
2026-03-18,ILI incidence,3,2026-03-29,BE,quantile,0.400,95.56000000000003
2026-03-18,ILI incidence,3,2026-03-29,BE,quantile,0.450,110.00000000000004
2026-03-18,ILI incidence,3,2026-03-29,BE,quantile,0.500,124.6
2026-03-18,ILI incidence,3,2026-03-29,BE,quantile,0.550,138.8
2026-03-18,ILI incidence,3,2026-03-29,BE,quantile,0.600,153.2
2026-03-18,ILI incidence,3,2026-03-29,BE,quantile,0.650,168.9
2026-03-18,ILI incidence,3,2026-03-29,BE,quantile,0.700,186.1
2026-03-18,ILI incidence,3,2026-03-29,BE,quantile,0.750,207.325
2026-03-18,ILI incidence,3,2026-03-29,BE,quantile,0.800,233.2600000000003
2026-03-18,ILI incidence,3,2026-03-29,BE,quantile,0.850,268.79999999999995
2026-03-18,ILI incidence,3,2026-03-29,BE,quantile,0.900,323.1300000000001
2026-03-18,ILI incidence,3,2026-03-29,BE,quantile,0.950,423.205
2026-03-18,ILI incidence,3,2026-03-29,BE,quantile,0.975,513.4000000000001
2026-03-18,ILI incidence,3,2026-03-29,BE,quantile,0.990,602.6130000000003
2026-03-18,ILI incidence,3,2026-03-29,BE,median,,124.6
2026-03-18,ILI incidence,4,2026-04-05,BE,quantile,0.010,0.0
2026-03-18,ILI incidence,4,2026-04-05,BE,quantile,0.025,0.0
2026-03-18,ILI incidence,4,2026-04-05,BE,quantile,0.050,0.0
2026-03-18,ILI incidence,4,2026-04-05,BE,quantile,0.100,0.0
2026-03-18,ILI incidence,4,2026-04-05,BE,quantile,0.150,0.0
2026-03-18,ILI incidence,4,2026-04-05,BE,quantile,0.200,0.0
2026-03-18,ILI incidence,4,2026-04-05,BE,quantile,0.250,16.799999999999976
2026-03-18,ILI incidence,4,2026-04-05,BE,quantile,0.300,42.39999999999999
2026-03-18,ILI incidence,4,2026-04-05,BE,quantile,0.350,66.26499999999997
2026-03-18,ILI incidence,4,2026-04-05,BE,quantile,0.400,86.86000000000004
2026-03-18,ILI incidence,4,2026-04-05,BE,quantile,0.450,104.6
2026-03-18,ILI incidence,4,2026-04-05,BE,quantile,0.500,123.89999999999998
2026-03-18,ILI incidence,4,2026-04-05,BE,quantile,0.550,141.6
2026-03-18,ILI incidence,4,2026-04-05,BE,quantile,0.600,159.29999999999995
2026-03-18,ILI incidence,4,2026-04-05,BE,quantile,0.650,179.1
2026-03-18,ILI incidence,4,2026-04-05,BE,quantile,0.700,203.19999999999996
2026-03-18,ILI incidence,4,2026-04-05,BE,quantile,0.750,227.52499999999998
2026-03-18,ILI incidence,4,2026-04-05,BE,quantile,0.800,258.5200000000001
2026-03-18,ILI incidence,4,2026-04-05,BE,quantile,0.850,301.31500000000005
2026-03-18,ILI incidence,4,2026-04-05,BE,quantile,0.900,360.7500000000001
2026-03-18,ILI incidence,4,2026-04-05,BE,quantile,0.950,463.2249999999996
2026-03-18,ILI incidence,4,2026-04-05,BE,quantile,0.975,548.5249999999996
2026-03-18,ILI incidence,4,2026-04-05,BE,quantile,0.990,648.9040000000001
2026-03-18,ILI incidence,4,2026-04-05,BE,median,,123.89999999999998
2026-03-18,ILI incidence,1,2026-03-15,HR,quantile,0.010,0.0
2026-03-18,ILI incidence,1,2026-03-15,HR,quantile,0.025,0.0
2026-03-18,ILI incidence,1,2026-03-15,HR,quantile,0.050,0.0
2026-03-18,ILI incidence,1,2026-03-15,HR,quantile,0.100,0.0
2026-03-18,ILI incidence,1,2026-03-15,HR,quantile,0.150,0.0
2026-03-18,ILI incidence,1,2026-03-15,HR,quantile,0.200,0.0
2026-03-18,ILI incidence,1,2026-03-15,HR,quantile,0.250,0.9999999999999999
2026-03-18,ILI incidence,1,2026-03-15,HR,quantile,0.300,1.3
2026-03-18,ILI incidence,1,2026-03-15,HR,quantile,0.350,1.4
2026-03-18,ILI incidence,1,2026-03-15,HR,quantile,0.400,1.4
2026-03-18,ILI incidence,1,2026-03-15,HR,quantile,0.450,1.5
2026-03-18,ILI incidence,1,2026-03-15,HR,quantile,0.500,1.5
2026-03-18,ILI incidence,1,2026-03-15,HR,quantile,0.550,1.5
2026-03-18,ILI incidence,1,2026-03-15,HR,quantile,0.600,1.6
2026-03-18,ILI incidence,1,2026-03-15,HR,quantile,0.650,1.6
2026-03-18,ILI incidence,1,2026-03-15,HR,quantile,0.700,1.7
2026-03-18,ILI incidence,1,2026-03-15,HR,quantile,0.750,2.0
2026-03-18,ILI incidence,1,2026-03-15,HR,quantile,0.800,3.0
2026-03-18,ILI incidence,1,2026-03-15,HR,quantile,0.850,5.6
2026-03-18,ILI incidence,1,2026-03-15,HR,quantile,0.900,11.799999999999997
2026-03-18,ILI incidence,1,2026-03-15,HR,quantile,0.950,26.700000000000003
2026-03-18,ILI incidence,1,2026-03-15,HR,quantile,0.975,41.0
2026-03-18,ILI incidence,1,2026-03-15,HR,quantile,0.990,79.39999999999998
2026-03-18,ILI incidence,1,2026-03-15,HR,median,,1.5
2026-03-18,ILI incidence,2,2026-03-22,HR,quantile,0.010,0.0
2026-03-18,ILI incidence,2,2026-03-22,HR,quantile,0.025,0.0
2026-03-18,ILI incidence,2,2026-03-22,HR,quantile,0.050,0.0
2026-03-18,ILI incidence,2,2026-03-22,HR,quantile,0.100,0.0
2026-03-18,ILI incidence,2,2026-03-22,HR,quantile,0.150,0.0
2026-03-18,ILI incidence,2,2026-03-22,HR,quantile,0.200,0.0
2026-03-18,ILI incidence,2,2026-03-22,HR,quantile,0.250,0.0
2026-03-18,ILI incidence,2,2026-03-22,HR,quantile,0.300,0.0
2026-03-18,ILI incidence,2,2026-03-22,HR,quantile,0.350,0.6000000000000002
2026-03-18,ILI incidence,2,2026-03-22,HR,quantile,0.400,1.2
2026-03-18,ILI incidence,2,2026-03-22,HR,quantile,0.450,1.4
2026-03-18,ILI incidence,2,2026-03-22,HR,quantile,0.500,1.5
2026-03-18,ILI incidence,2,2026-03-22,HR,quantile,0.550,1.6
2026-03-18,ILI incidence,2,2026-03-22,HR,quantile,0.600,1.8
2026-03-18,ILI incidence,2,2026-03-22,HR,quantile,0.650,2.3
2026-03-18,ILI incidence,2,2026-03-22,HR,quantile,0.700,3.3000000000000003
2026-03-18,ILI incidence,2,2026-03-22,HR,quantile,0.750,5.7
2026-03-18,ILI incidence,2,2026-03-22,HR,quantile,0.800,9.600000000000001
2026-03-18,ILI incidence,2,2026-03-22,HR,quantile,0.850,14.700000000000003
2026-03-18,ILI incidence,2,2026-03-22,HR,quantile,0.900,26.500000000000007
2026-03-18,ILI incidence,2,2026-03-22,HR,quantile,0.950,42.92499999999964
2026-03-18,ILI incidence,2,2026-03-22,HR,quantile,0.975,79.19999999999997
2026-03-18,ILI incidence,2,2026-03-22,HR,quantile,0.990,102.71200000000024
2026-03-18,ILI incidence,2,2026-03-22,HR,median,,1.5
2026-03-18,ILI incidence,3,2026-03-29,HR,quantile,0.010,0.0
2026-03-18,ILI incidence,3,2026-03-29,HR,quantile,0.025,0.0
2026-03-18,ILI incidence,3,2026-03-29,HR,quantile,0.050,0.0
2026-03-18,ILI incidence,3,2026-03-29,HR,quantile,0.100,0.0
2026-03-18,ILI incidence,3,2026-03-29,HR,quantile,0.150,0.0
2026-03-18,ILI incidence,3,2026-03-29,HR,quantile,0.200,0.0
2026-03-18,ILI incidence,3,2026-03-29,HR,quantile,0.250,0.0
2026-03-18,ILI incidence,3,2026-03-29,HR,quantile,0.300,0.0
2026-03-18,ILI incidence,3,2026-03-29,HR,quantile,0.350,0.0
2026-03-18,ILI incidence,3,2026-03-29,HR,quantile,0.400,0.3600000000000348
2026-03-18,ILI incidence,3,2026-03-29,HR,quantile,0.450,1.1999999999999997
2026-03-18,ILI incidence,3,2026-03-29,HR,quantile,0.500,1.5
2026-03-18,ILI incidence,3,2026-03-29,HR,quantile,0.550,1.8000000000000003
2026-03-18,ILI incidence,3,2026-03-29,HR,quantile,0.600,2.6999999999999997
2026-03-18,ILI incidence,3,2026-03-29,HR,quantile,0.650,4.500000000000001
2026-03-18,ILI incidence,3,2026-03-29,HR,quantile,0.700,7.5
2026-03-18,ILI incidence,3,2026-03-29,HR,quantile,0.750,10.999999999999998
2026-03-18,ILI incidence,3,2026-03-29,HR,quantile,0.800,16.4
2026-03-18,ILI incidence,3,2026-03-29,HR,quantile,0.850,25.200000000000003
2026-03-18,ILI incidence,3,2026-03-29,HR,quantile,0.900,37.99999999999999
2026-03-18,ILI incidence,3,2026-03-29,HR,quantile,0.950,63.199999999999974
2026-03-18,ILI incidence,3,2026-03-29,HR,quantile,0.975,93.00749999999991
2026-03-18,ILI incidence,3,2026-03-29,HR,quantile,0.990,135.70100000000002
2026-03-18,ILI incidence,3,2026-03-29,HR,median,,1.5
2026-03-18,ILI incidence,4,2026-04-05,HR,quantile,0.010,0.0
2026-03-18,ILI incidence,4,2026-04-05,HR,quantile,0.025,0.0
2026-03-18,ILI incidence,4,2026-04-05,HR,quantile,0.050,0.0
2026-03-18,ILI incidence,4,2026-04-05,HR,quantile,0.100,0.0
2026-03-18,ILI incidence,4,2026-04-05,HR,quantile,0.150,0.0
2026-03-18,ILI incidence,4,2026-04-05,HR,quantile,0.200,0.0
2026-03-18,ILI incidence,4,2026-04-05,HR,quantile,0.250,0.0
2026-03-18,ILI incidence,4,2026-04-05,HR,quantile,0.300,0.0
2026-03-18,ILI incidence,4,2026-04-05,HR,quantile,0.350,0.0
2026-03-18,ILI incidence,4,2026-04-05,HR,quantile,0.400,0.0
2026-03-18,ILI incidence,4,2026-04-05,HR,quantile,0.450,0.7000000000000008
2026-03-18,ILI incidence,4,2026-04-05,HR,quantile,0.500,1.5
2026-03-18,ILI incidence,4,2026-04-05,HR,quantile,0.550,2.3000000000000003
2026-03-18,ILI incidence,4,2026-04-05,HR,quantile,0.600,4.1
2026-03-18,ILI incidence,4,2026-04-05,HR,quantile,0.650,7.135000000000039
2026-03-18,ILI incidence,4,2026-04-05,HR,quantile,0.700,10.399999999999999
2026-03-18,ILI incidence,4,2026-04-05,HR,quantile,0.750,14.899999999999999
2026-03-18,ILI incidence,4,2026-04-05,HR,quantile,0.800,22.300000000000004
2026-03-18,ILI incidence,4,2026-04-05,HR,quantile,0.850,31.099999999999998
2026-03-18,ILI incidence,4,2026-04-05,HR,quantile,0.900,44.39999999999999
2026-03-18,ILI incidence,4,2026-04-05,HR,quantile,0.950,78.99999999999999
2026-03-18,ILI incidence,4,2026-04-05,HR,quantile,0.975,104.69999999999997
2026-03-18,ILI incidence,4,2026-04-05,HR,quantile,0.990,139.89999999999998
2026-03-18,ILI incidence,4,2026-04-05,HR,median,,1.5
2026-03-18,ILI incidence,1,2026-03-15,CZ,quantile,0.010,0.0
2026-03-18,ILI incidence,1,2026-03-15,CZ,quantile,0.025,0.0
2026-03-18,ILI incidence,1,2026-03-15,CZ,quantile,0.050,0.0
2026-03-18,ILI incidence,1,2026-03-15,CZ,quantile,0.100,9.600000000000001
2026-03-18,ILI incidence,1,2026-03-15,CZ,quantile,0.150,14.5
2026-03-18,ILI incidence,1,2026-03-15,CZ,quantile,0.200,16.400000000000002
2026-03-18,ILI incidence,1,2026-03-15,CZ,quantile,0.250,17.800000000000004
2026-03-18,ILI incidence,1,2026-03-15,CZ,quantile,0.300,18.700000000000003
2026-03-18,ILI incidence,1,2026-03-15,CZ,quantile,0.350,19.5
2026-03-18,ILI incidence,1,2026-03-15,CZ,quantile,0.400,20.0
2026-03-18,ILI incidence,1,2026-03-15,CZ,quantile,0.450,20.200000000000003
2026-03-18,ILI incidence,1,2026-03-15,CZ,quantile,0.500,20.700000000000003
2026-03-18,ILI incidence,1,2026-03-15,CZ,quantile,0.550,21.1
2026-03-18,ILI incidence,1,2026-03-15,CZ,quantile,0.600,21.400000000000002
2026-03-18,ILI incidence,1,2026-03-15,CZ,quantile,0.650,22.0
2026-03-18,ILI incidence,1,2026-03-15,CZ,quantile,0.700,22.8
2026-03-18,ILI incidence,1,2026-03-15,CZ,quantile,0.750,23.8
2026-03-18,ILI incidence,1,2026-03-15,CZ,quantile,0.800,25.4
2026-03-18,ILI incidence,1,2026-03-15,CZ,quantile,0.850,29.200000000000003
2026-03-18,ILI incidence,1,2026-03-15,CZ,quantile,0.900,32.30000000000037
2026-03-18,ILI incidence,1,2026-03-15,CZ,quantile,0.950,50.7
2026-03-18,ILI incidence,1,2026-03-15,CZ,quantile,0.975,60.99999999999999
2026-03-18,ILI incidence,1,2026-03-15,CZ,quantile,0.990,69.39999999999998
2026-03-18,ILI incidence,1,2026-03-15,CZ,median,,20.700000000000003
2026-03-18,ILI incidence,2,2026-03-22,CZ,quantile,0.010,0.0
2026-03-18,ILI incidence,2,2026-03-22,CZ,quantile,0.025,0.0
2026-03-18,ILI incidence,2,2026-03-22,CZ,quantile,0.050,0.0
2026-03-18,ILI incidence,2,2026-03-22,CZ,quantile,0.100,0.0
2026-03-18,ILI incidence,2,2026-03-22,CZ,quantile,0.150,6.400000000000004
2026-03-18,ILI incidence,2,2026-03-22,CZ,quantile,0.200,10.500000000000002
2026-03-18,ILI incidence,2,2026-03-22,CZ,quantile,0.250,13.700000000000003
2026-03-18,ILI incidence,2,2026-03-22,CZ,quantile,0.300,15.900000000000002
2026-03-18,ILI incidence,2,2026-03-22,CZ,quantile,0.350,17.400000000000002
2026-03-18,ILI incidence,2,2026-03-22,CZ,quantile,0.400,18.700000000000003
2026-03-18,ILI incidence,2,2026-03-22,CZ,quantile,0.450,19.700000000000003
2026-03-18,ILI incidence,2,2026-03-22,CZ,quantile,0.500,20.6
2026-03-18,ILI incidence,2,2026-03-22,CZ,quantile,0.550,21.500000000000004
2026-03-18,ILI incidence,2,2026-03-22,CZ,quantile,0.600,22.6
2026-03-18,ILI incidence,2,2026-03-22,CZ,quantile,0.650,23.800000000000004
2026-03-18,ILI incidence,2,2026-03-22,CZ,quantile,0.700,25.3
2026-03-18,ILI incidence,2,2026-03-22,CZ,quantile,0.750,27.725
2026-03-18,ILI incidence,2,2026-03-22,CZ,quantile,0.800,30.900000000000002
2026-03-18,ILI incidence,2,2026-03-22,CZ,quantile,0.850,35.6
2026-03-18,ILI incidence,2,2026-03-22,CZ,quantile,0.900,46.10000000000001
2026-03-18,ILI incidence,2,2026-03-22,CZ,quantile,0.950,59.39999999999999
2026-03-18,ILI incidence,2,2026-03-22,CZ,quantile,0.975,70.60249999999996
2026-03-18,ILI incidence,2,2026-03-22,CZ,quantile,0.990,87.60100000000001
2026-03-18,ILI incidence,2,2026-03-22,CZ,median,,20.6
2026-03-18,ILI incidence,3,2026-03-29,CZ,quantile,0.010,0.0
2026-03-18,ILI incidence,3,2026-03-29,CZ,quantile,0.025,0.0
2026-03-18,ILI incidence,3,2026-03-29,CZ,quantile,0.050,0.0
2026-03-18,ILI incidence,3,2026-03-29,CZ,quantile,0.100,0.0
2026-03-18,ILI incidence,3,2026-03-29,CZ,quantile,0.150,0.0
2026-03-18,ILI incidence,3,2026-03-29,CZ,quantile,0.200,5.1
2026-03-18,ILI incidence,3,2026-03-29,CZ,quantile,0.250,9.7
2026-03-18,ILI incidence,3,2026-03-29,CZ,quantile,0.300,13.100000000000001
2026-03-18,ILI incidence,3,2026-03-29,CZ,quantile,0.350,15.500000000000004
2026-03-18,ILI incidence,3,2026-03-29,CZ,quantile,0.400,17.400000000000002
2026-03-18,ILI incidence,3,2026-03-29,CZ,quantile,0.450,19.1
2026-03-18,ILI incidence,3,2026-03-29,CZ,quantile,0.500,20.7
