origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2026-03-25,ILI incidence,2026-03-22,1,AT,quantile,0.01,1672.4196727818453
2026-03-25,ILI incidence,2026-03-29,2,AT,quantile,0.01,1443.3487419253645
2026-03-25,ILI incidence,2026-04-05,3,AT,quantile,0.01,1215.3718077310946
2026-03-25,ILI incidence,2026-04-12,4,AT,quantile,0.01,1011.7431278688297
2026-03-25,ILI incidence,2026-03-22,1,AT,quantile,0.025,1740.1264213683655
2026-03-25,ILI incidence,2026-03-29,2,AT,quantile,0.025,1509.1521719982197
2026-03-25,ILI incidence,2026-04-05,3,AT,quantile,0.025,1271.7362005566051
2026-03-25,ILI incidence,2026-04-12,4,AT,quantile,0.025,1048.1625957313533
2026-03-25,ILI incidence,2026-03-22,1,AT,quantile,0.05,1801.7549487161757
2026-03-25,ILI incidence,2026-03-29,2,AT,quantile,0.05,1558.9904607422466
2026-03-25,ILI incidence,2026-04-05,3,AT,quantile,0.05,1317.9360316177008
2026-03-25,ILI incidence,2026-04-12,4,AT,quantile,0.05,1088.64842038517
2026-03-25,ILI incidence,2026-03-22,1,AT,quantile,0.1,1908.1165375146375
2026-03-25,ILI incidence,2026-03-29,2,AT,quantile,0.1,1653.3509360580053
2026-03-25,ILI incidence,2026-04-05,3,AT,quantile,0.1,1399.426448062068
2026-03-25,ILI incidence,2026-04-12,4,AT,quantile,0.1,1164.784276012839
2026-03-25,ILI incidence,2026-03-22,1,AT,quantile,0.15,1974.8963085650266
2026-03-25,ILI incidence,2026-03-29,2,AT,quantile,0.15,1723.686403638419
2026-03-25,ILI incidence,2026-04-05,3,AT,quantile,0.15,1463.8118217017206
2026-03-25,ILI incidence,2026-04-12,4,AT,quantile,0.15,1213.2030977172935
2026-03-25,ILI incidence,2026-03-22,1,AT,quantile,0.2,2029.1916983381923
2026-03-25,ILI incidence,2026-03-29,2,AT,quantile,0.2,1788.217695362015
2026-03-25,ILI incidence,2026-04-05,3,AT,quantile,0.2,1526.6595299495264
2026-03-25,ILI incidence,2026-04-12,4,AT,quantile,0.2,1262.3741552872366
2026-03-25,ILI incidence,2026-03-22,1,AT,quantile,0.25,2085.8173591100694
2026-03-25,ILI incidence,2026-03-29,2,AT,quantile,0.25,1859.9658537797454
2026-03-25,ILI incidence,2026-04-05,3,AT,quantile,0.25,1576.0298464446823
2026-03-25,ILI incidence,2026-04-12,4,AT,quantile,0.25,1306.1113613824143
2026-03-25,ILI incidence,2026-03-22,1,AT,quantile,0.3,2134.2363406561994
2026-03-25,ILI incidence,2026-03-29,2,AT,quantile,0.3,1905.5783668276042
2026-03-25,ILI incidence,2026-04-05,3,AT,quantile,0.3,1624.8839863074165
2026-03-25,ILI incidence,2026-04-12,4,AT,quantile,0.3,1344.8235697410648
2026-03-25,ILI incidence,2026-03-22,1,AT,quantile,0.35,2184.828926479972
2026-03-25,ILI incidence,2026-03-29,2,AT,quantile,0.35,1946.6775943537928
2026-03-25,ILI incidence,2026-04-05,3,AT,quantile,0.35,1674.5697026467847
2026-03-25,ILI incidence,2026-04-12,4,AT,quantile,0.35,1393.2137331149775
2026-03-25,ILI incidence,2026-03-22,1,AT,quantile,0.4,2225.5502086123806
2026-03-25,ILI incidence,2026-03-29,2,AT,quantile,0.4,1991.4576622890133
2026-03-25,ILI incidence,2026-04-05,3,AT,quantile,0.4,1724.2799417793697
2026-03-25,ILI incidence,2026-04-12,4,AT,quantile,0.4,1447.6221026963642
2026-03-25,ILI incidence,2026-03-22,1,AT,quantile,0.45,2277.4509943986845
2026-03-25,ILI incidence,2026-03-29,2,AT,quantile,0.45,2035.1018346540252
2026-03-25,ILI incidence,2026-04-05,3,AT,quantile,0.45,1783.4362595251903
2026-03-25,ILI incidence,2026-04-12,4,AT,quantile,0.45,1505.9408184672607
2026-03-25,ILI incidence,2026-03-22,1,AT,quantile,0.5,2332.45946822745
2026-03-25,ILI incidence,2026-03-29,2,AT,quantile,0.5,2095.5543981588726
2026-03-25,ILI incidence,2026-04-05,3,AT,quantile,0.5,1859.1551103768659
2026-03-25,ILI incidence,2026-04-12,4,AT,quantile,0.5,1594.4361109653814
2026-03-25,ILI incidence,2026-03-22,1,AT,quantile,0.55,2392.665451960856
2026-03-25,ILI incidence,2026-03-29,2,AT,quantile,0.55,2162.9191775105696
