target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2026-03-18,2026-03-15,0.01,1,quantile,1168.4063177316
ILI incidence,AT,2026-03-18,2026-03-15,0.025,1,quantile,1240.30773944045
ILI incidence,AT,2026-03-18,2026-03-15,0.05,1,quantile,1316.88195614719
ILI incidence,AT,2026-03-18,2026-03-15,0.1,1,quantile,1412.50214313462
ILI incidence,AT,2026-03-18,2026-03-15,0.15,1,quantile,1481.39285749323
ILI incidence,AT,2026-03-18,2026-03-15,0.2,1,quantile,1536.32493604062
ILI incidence,AT,2026-03-18,2026-03-15,0.25,1,quantile,1584.14985090392
ILI incidence,AT,2026-03-18,2026-03-15,0.3,1,quantile,1623.93186872786
ILI incidence,AT,2026-03-18,2026-03-15,0.35,1,quantile,1664.53229834003
ILI incidence,AT,2026-03-18,2026-03-15,0.4,1,quantile,1692.29295012407
ILI incidence,AT,2026-03-18,2026-03-15,0.45,1,quantile,1729.44658173766
ILI incidence,AT,2026-03-18,2026-03-15,0.5,1,quantile,1761.72066729188
ILI incidence,AT,2026-03-18,2026-03-15,0.55,1,quantile,1805.18483495137
ILI incidence,AT,2026-03-18,2026-03-15,0.6,1,quantile,1844.63881651625
ILI incidence,AT,2026-03-18,2026-03-15,0.65,1,quantile,1886.616090222
ILI incidence,AT,2026-03-18,2026-03-15,0.7,1,quantile,1916.30079501578
ILI incidence,AT,2026-03-18,2026-03-15,0.75,1,quantile,1978.62998322562
ILI incidence,AT,2026-03-18,2026-03-15,0.8,1,quantile,2046.4268179554
ILI incidence,AT,2026-03-18,2026-03-15,0.85,1,quantile,2116.73683583945
ILI incidence,AT,2026-03-18,2026-03-15,0.9,1,quantile,2195.28497944167
ILI incidence,AT,2026-03-18,2026-03-15,0.95,1,quantile,2323.78769656814
ILI incidence,AT,2026-03-18,2026-03-15,0.975,1,quantile,2392.28514507152
ILI incidence,AT,2026-03-18,2026-03-15,0.99,1,quantile,2506.38368748498
ILI incidence,AT,2026-03-18,2026-03-22,0.01,2,quantile,772.027440074021
ILI incidence,AT,2026-03-18,2026-03-22,0.025,2,quantile,878.00537624338
ILI incidence,AT,2026-03-18,2026-03-22,0.05,2,quantile,962.953817047452
ILI incidence,AT,2026-03-18,2026-03-22,0.1,2,quantile,1095.57636215313
ILI incidence,AT,2026-03-18,2026-03-22,0.15,2,quantile,1154.56359240137
ILI incidence,AT,2026-03-18,2026-03-22,0.2,2,quantile,1219.88532039037
ILI incidence,AT,2026-03-18,2026-03-22,0.25,2,quantile,1276.88476993754
ILI incidence,AT,2026-03-18,2026-03-22,0.3,2,quantile,1328.92049988831
ILI incidence,AT,2026-03-18,2026-03-22,0.35,2,quantile,1381.61804948519
ILI incidence,AT,2026-03-18,2026-03-22,0.4,2,quantile,1422.72291068759
ILI incidence,AT,2026-03-18,2026-03-22,0.45,2,quantile,1460.5702157222
ILI incidence,AT,2026-03-18,2026-03-22,0.5,2,quantile,1500.28257708556
ILI incidence,AT,2026-03-18,2026-03-22,0.55,2,quantile,1551.80339908305
ILI incidence,AT,2026-03-18,2026-03-22,0.6,2,quantile,1613.34228738449
ILI incidence,AT,2026-03-18,2026-03-22,0.65,2,quantile,1669.75883413159
ILI incidence,AT,2026-03-18,2026-03-22,0.7,2,quantile,1746.08486047592
ILI incidence,AT,2026-03-18,2026-03-22,0.75,2,quantile,1821.16887160393
ILI incidence,AT,2026-03-18,2026-03-22,0.8,2,quantile,1893.6359448008
ILI incidence,AT,2026-03-18,2026-03-22,0.85,2,quantile,1984.37130948528
ILI incidence,AT,2026-03-18,2026-03-22,0.9,2,quantile,2131.49229162942
ILI incidence,AT,2026-03-18,2026-03-22,0.95,2,quantile,2303.7701369967
ILI incidence,AT,2026-03-18,2026-03-22,0.975,2,quantile,2563.46370883347
ILI incidence,AT,2026-03-18,2026-03-22,0.99,2,quantile,2789.49747585505
ILI incidence,AT,2026-03-18,2026-03-29,0.01,3,quantile,531.540114696568
ILI incidence,AT,2026-03-18,2026-03-29,0.025,3,quantile,623.464856235532
ILI incidence,AT,2026-03-18,2026-03-29,0.05,3,quantile,709.66083558688
ILI incidence,AT,2026-03-18,2026-03-29,0.1,3,quantile,821.812322914077
ILI incidence,AT,2026-03-18,2026-03-29,0.15,3,quantile,897.891059185151
ILI incidence,AT,2026-03-18,2026-03-29,0.2,3,quantile,969.090624264184
ILI incidence,AT,2026-03-18,2026-03-29,0.25,3,quantile,1028.64314987674
ILI incidence,AT,2026-03-18,2026-03-29,0.3,3,quantile,1077.01248223331
ILI incidence,AT,2026-03-18,2026-03-29,0.35,3,quantile,1131.09099087871
ILI incidence,AT,2026-03-18,2026-03-29,0.4,3,quantile,1179.99108901308
ILI incidence,AT,2026-03-18,2026-03-29,0.45,3,quantile,1227.63108375632
ILI incidence,AT,2026-03-18,2026-03-29,0.5,3,quantile,1289.85135684717
ILI incidence,AT,2026-03-18,2026-03-29,0.55,3,quantile,1360.45923470599
ILI incidence,AT,2026-03-18,2026-03-29,0.6,3,quantile,1416.38685946022
ILI incidence,AT,2026-03-18,2026-03-29,0.65,3,quantile,1498.4655561401
ILI incidence,AT,2026-03-18,2026-03-29,0.7,3,quantile,1569.85063864332
ILI incidence,AT,2026-03-18,2026-03-29,0.75,3,quantile,1662.79818381815
ILI incidence,AT,2026-03-18,2026-03-29,0.8,3,quantile,1751.62952149509
ILI incidence,AT,2026-03-18,2026-03-29,0.85,3,quantile,1866.87963954696
ILI incidence,AT,2026-03-18,2026-03-29,0.9,3,quantile,2062.00912851054
ILI incidence,AT,2026-03-18,2026-03-29,0.95,3,quantile,2337.89798286517
ILI incidence,AT,2026-03-18,2026-03-29,0.975,3,quantile,2512.75976503963
ILI incidence,AT,2026-03-18,2026-03-29,0.99,3,quantile,2823.88141959956
ILI incidence,AT,2026-03-18,2026-04-05,0.01,4,quantile,385.441274929931
ILI incidence,AT,2026-03-18,2026-04-05,0.025,4,quantile,444.323420618143
