origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-03-25,ILI incidence,-1,2026-03-08,BE,quantile,0.01,71.51910931886636
2026-03-25,ILI incidence,-1,2026-03-08,BE,quantile,0.025,72.89543186699241
2026-03-25,ILI incidence,-1,2026-03-08,BE,quantile,0.05,74.20637042800689
2026-03-25,ILI incidence,-1,2026-03-08,BE,quantile,0.1,77.25806522483494
2026-03-25,ILI incidence,-1,2026-03-08,BE,quantile,0.15,80.69976309488685
2026-03-25,ILI incidence,-1,2026-03-08,BE,quantile,0.2,81.46200308553692
2026-03-25,ILI incidence,-1,2026-03-08,BE,quantile,0.25,83.0881198753216
2026-03-25,ILI incidence,-1,2026-03-08,BE,quantile,0.3,83.62547768411872
2026-03-25,ILI incidence,-1,2026-03-08,BE,quantile,0.35,84.63985748408206
2026-03-25,ILI incidence,-1,2026-03-08,BE,quantile,0.4,86.2314308734221
2026-03-25,ILI incidence,-1,2026-03-08,BE,quantile,0.45,87.07364059176537
2026-03-25,ILI incidence,-1,2026-03-08,BE,quantile,0.5,87.8750239422943
2026-03-25,ILI incidence,-1,2026-03-08,BE,quantile,0.55,89.00679649975129
2026-03-25,ILI incidence,-1,2026-03-08,BE,quantile,0.6,89.50122948736713
2026-03-25,ILI incidence,-1,2026-03-08,BE,quantile,0.65,90.11343594038236
2026-03-25,ILI incidence,-1,2026-03-08,BE,quantile,0.7,90.75282382498844
2026-03-25,ILI incidence,-1,2026-03-08,BE,quantile,0.75,91.69858651387412
2026-03-25,ILI incidence,-1,2026-03-08,BE,quantile,0.8,92.37540648649106
2026-03-25,ILI incidence,-1,2026-03-08,BE,quantile,0.85,92.9566741577772
2026-03-25,ILI incidence,-1,2026-03-08,BE,quantile,0.9,93.7211109793946
2026-03-25,ILI incidence,-1,2026-03-08,BE,quantile,0.95,96.53822385189348
2026-03-25,ILI incidence,-1,2026-03-08,BE,quantile,0.975,97.37489595477322
2026-03-25,ILI incidence,-1,2026-03-08,BE,quantile,0.99,98.3673444661268
2026-03-25,ILI incidence,0,2026-03-15,BE,quantile,0.01,66.7859805972033
2026-03-25,ILI incidence,0,2026-03-15,BE,quantile,0.025,67.94816155970226
2026-03-25,ILI incidence,0,2026-03-15,BE,quantile,0.05,68.65409719309248
2026-03-25,ILI incidence,0,2026-03-15,BE,quantile,0.1,70.39422027342994
2026-03-25,ILI incidence,0,2026-03-15,BE,quantile,0.15,72.32089412426512
2026-03-25,ILI incidence,0,2026-03-15,BE,quantile,0.2,73.46543225913166
2026-03-25,ILI incidence,0,2026-03-15,BE,quantile,0.25,74.08629625491535
2026-03-25,ILI incidence,0,2026-03-15,BE,quantile,0.3,74.76165653979662
2026-03-25,ILI incidence,0,2026-03-15,BE,quantile,0.35,75.18456398428623
2026-03-25,ILI incidence,0,2026-03-15,BE,quantile,0.4,75.35547797111283
2026-03-25,ILI incidence,0,2026-03-15,BE,quantile,0.45,76.17135166135017
2026-03-25,ILI incidence,0,2026-03-15,BE,quantile,0.5,76.56367295930075
2026-03-25,ILI incidence,0,2026-03-15,BE,quantile,0.55,77.07728973242222
2026-03-25,ILI incidence,0,2026-03-15,BE,quantile,0.6,77.5727569600704
