origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2026-02-18,ILI incidence,2026-02-15,1,AT,quantile,0.01,1834.6215928024008
2026-02-18,ILI incidence,2026-02-22,2,AT,quantile,0.01,1454.621056177432
2026-02-18,ILI incidence,2026-03-01,3,AT,quantile,0.01,1094.4036550522562
2026-02-18,ILI incidence,2026-03-08,4,AT,quantile,0.01,786.9765667878481
2026-02-18,ILI incidence,2026-02-15,1,AT,quantile,0.025,1857.4841892827426
2026-02-18,ILI incidence,2026-02-22,2,AT,quantile,0.025,1475.4873756995298
2026-02-18,ILI incidence,2026-03-01,3,AT,quantile,0.025,1110.587708001516
2026-02-18,ILI incidence,2026-03-08,4,AT,quantile,0.025,799.0651819557934
2026-02-18,ILI incidence,2026-02-15,1,AT,quantile,0.05,1889.9053620102977
2026-02-18,ILI incidence,2026-02-22,2,AT,quantile,0.05,1492.789588292021
2026-02-18,ILI incidence,2026-03-01,3,AT,quantile,0.05,1124.7373048739914
2026-02-18,ILI incidence,2026-03-08,4,AT,quantile,0.05,813.6285314021458
2026-02-18,ILI incidence,2026-02-15,1,AT,quantile,0.1,1939.171723360813
2026-02-18,ILI incidence,2026-02-22,2,AT,quantile,0.1,1519.5172638110248
2026-02-18,ILI incidence,2026-03-01,3,AT,quantile,0.1,1141.5598462048947
2026-02-18,ILI incidence,2026-03-08,4,AT,quantile,0.1,834.0662747962364
2026-02-18,ILI incidence,2026-02-15,1,AT,quantile,0.15,1970.7647052177947
2026-02-18,ILI incidence,2026-02-22,2,AT,quantile,0.15,1539.707155367559
2026-02-18,ILI incidence,2026-03-01,3,AT,quantile,0.15,1159.7200194994748
2026-02-18,ILI incidence,2026-03-08,4,AT,quantile,0.15,849.4329345599599
2026-02-18,ILI incidence,2026-02-15,1,AT,quantile,0.2,2003.3239788326962
2026-02-18,ILI incidence,2026-02-22,2,AT,quantile,0.2,1560.4682488601088
2026-02-18,ILI incidence,2026-03-01,3,AT,quantile,0.2,1178.832183080758
2026-02-18,ILI incidence,2026-03-08,4,AT,quantile,0.2,862.0862057812529
2026-02-18,ILI incidence,2026-02-15,1,AT,quantile,0.25,2026.893493950432
2026-02-18,ILI incidence,2026-02-22,2,AT,quantile,0.25,1577.626374331326
2026-02-18,ILI incidence,2026-03-01,3,AT,quantile,0.25,1200.4655752649312
2026-02-18,ILI incidence,2026-03-08,4,AT,quantile,0.25,882.1625068371935
2026-02-18,ILI incidence,2026-02-15,1,AT,quantile,0.3,2052.0609757540888
2026-02-18,ILI incidence,2026-02-22,2,AT,quantile,0.3,1597.6738259584483
2026-02-18,ILI incidence,2026-03-01,3,AT,quantile,0.3,1213.9452860956153
2026-02-18,ILI incidence,2026-03-08,4,AT,quantile,0.3,901.3724812849573
2026-02-18,ILI incidence,2026-02-15,1,AT,quantile,0.35,2069.356871201206
2026-02-18,ILI incidence,2026-02-22,2,AT,quantile,0.35,1616.7563799223115
2026-02-18,ILI incidence,2026-03-01,3,AT,quantile,0.35,1232.804458519616
2026-02-18,ILI incidence,2026-03-08,4,AT,quantile,0.35,923.6648934404371
2026-02-18,ILI incidence,2026-02-15,1,AT,quantile,0.4,2094.9515666222255
2026-02-18,ILI incidence,2026-02-22,2,AT,quantile,0.4,1639.1476021883325
2026-02-18,ILI incidence,2026-03-01,3,AT,quantile,0.4,1256.847954021725
